# index, label, _pos
454,"KEDEM, R","array([ 25.80143048, 116.6881175 ])"
455,"KONNO, H","array([ 18.60510597, 114.58125824])"
456,"MIWA, T","array([ 30.15258281, 116.49860214])"
457,"WESTON, R","array([ 27.28917811, 118.16895245])"
458,"FLATO, M","array([16.20270265, 38.96185391])"
459,"SIMON, JCH","array([21.11988782, 32.7833091 ])"
460,"TAFLIN, E","array([19.67613736, 32.5741608 ])"
461,"HAYWARD, JD","array([141.84182779,  43.54177202])"
462,"DICKEY, LA","array([-197.98359178,   74.61985162])"
463,"BAKAS, I","array([-14.00780371,  71.74354753])"
464,"SFETSOS, K","array([-7.91804345, 69.14463306])"
465,"BRALIC, N","array([12.27420801, 60.31828991])"
466,"FRADKIN, E","array([ 3.22956301, 68.07074045])"
467,"MANIAS, V","array([ 9.21162274, 64.59852166])"
468,"SCHAPOSNIK, FA","array([ 2.4932102 , 69.43619604])"
469,"PEARCE, P","array([45.19625694, 88.2342555 ])"
470,"UGLOV, D","array([-158.82841391,  195.18756877])"
471,"IVANOV, I","array([-159.49754522,  197.42245883])"
472,"KALLOSH, R","array([-7.01086953, 69.20644662])"
473,"LINDE, A","array([-17.37083765,  67.03248364])"
474,"LINDE, D","array([-13.15497559,  71.34056126])"
475,"KONDO, K","array([ 32.50724339, 240.30668164])"
476,"MONTONEN, C","array([-0.08789197, 33.27053763])"
477,"CERESOLE, A","array([-3.00679795, 62.06687377])"
478,"DAURIA, R","array([-3.68252212, 61.87888891])"
479,"FERRARA, S","array([-3.49438617, 64.67575548])"
480,"PROEYEN, AV","array([-3.50006549, 67.0059277 ])"
481,"IVANOV, EA","array([-7.51753592, 83.87361149])"
482,"KIEM, Y","array([-12.89386443,  91.87173951])"
483,"VERLINDE, E","array([-5.09362668, 86.1647197 ])"
484,"VERLINDE, H","array([-5.31400501, 83.69596275])"
485,"DILKES, FA","array([-31.38275123,  78.32878977])"
486,"MCKEON, DGC","array([-32.05777016,  83.48864518])"
487,"LIU, QP","array([ 10.7228261 , 161.22920394])"
488,"KAPLUNOVSKY, V","array([-5.8738798 , 73.00140143])"
489,"LOUIS, J","array([-6.69233588, 73.7298651 ])"
490,"KIM, WT","array([-19.83442985, 100.11038578])"
491,"LEE, J","array([-14.91307224, 100.47747687])"
492,"LO, H","array([-22.2857644 ,  84.54756494])"
493,"YANG, HS","array([-14.52831029,  95.34361   ])"
494,"LEE, B","array([-15.29385581,  94.70414617])"
495,"HATA, H","array([ -9.6952412, 106.7037953])"
496,"TANIGUCHI, Y","array([  0.31567852, 117.38350555])"
497,"ALEJANDRO, G","array([-11.28777074,  55.02772816])"
498,"MAZZITELLI, FD","array([-15.91584488,  59.5694299 ])"
499,"NUNEZ, C","array([-5.85368309, 60.84487814])"
500,"BIMONTE, G","array([-40.73027801,  55.84693818])"
501,"IENGO, R","array([-15.49395545,  50.11860212])"
502,"LOZANO, G","array([-30.9531456 ,  42.57424467])"
503,"CADONI, M","array([19.63641012, 41.4372983 ])"
504,"CAVAGLIA, M","array([10.05605487, 37.44620681])"
505,"MISTCHUK, BR","array([-12.70125848,  93.10011739])"
506,"PERSHIN, VD","array([-13.72357919,  93.43235748])"
507,"HIRSHFELD, AC","array([102.9393897 , -25.65433192])"
508,"SASSENBERG, U","array([101.88602337, -27.77872777])"
509,"BONELLI, G","array([ 7.26747574, 66.2267068 ])"
510,"MARCHETTI, PA","array([12.39644433, 71.71098619])"
511,"MATONE, M","array([ 2.37725469, 72.70413833])"
512,"LLATAS, PM","array([-18.1396004 ,  77.99181728])"
513,"ROY, S","array([-18.44878242,  70.76685791])"
514,"SANTOS, JMSD","array([-15.40720261,  80.80858071])"
515,"ACCARDI, L","array([24.29052219, 39.62711613])"
516,"AREFEVA, IY","array([17.60425138, 47.67110125])"
517,"VOLOVICH, IV","array([22.00302602, 46.86859838])"
518,"KANTI, P","array([-24.50814498,  59.86995502])"
519,"TAMVAKIS, K","array([-23.52288453,  57.14838329])"
520,"RENZO, FD","array([-56.69788367,  37.19642789])"
521,"MARCHESINI, G","array([-52.05584947,  43.0599023 ])"
522,"ONOFRI, E","array([-54.45046513,  40.03419611])"
523,"HALASZ, MA","array([-57.55029521,  90.16234812])"
524,"VERBAARSCHOT, JJM","array([-50.66207997,  87.5375117 ])"
525,"KRAHE, F","array([118.99891928, -50.26382524])"
526,"BOSE, S","array([-38.90465797,  60.22895175])"
527,"PARKER, L","array([-51.3744375 ,  60.14421934])"
528,"PELEG, Y","array([-46.27975973,  56.06634645])"
529,"CVETIC, M","array([-4.12687909, 64.50374366])"
530,"YOUM, D","array([ 0.63597173, 67.68285361])"
531,"ICHINOSE, S","array([-21.20918881,  85.25219779])"
532,"TSUDA, N","array([-25.67842894,  89.59413797])"
533,"YUKAWA, T","array([-29.35257038,  80.99813426])"
534,"HARADA, K","array([-11.65728156, 106.97218086])"
535,"OKAZAKI, A","array([-11.97558207, 102.63051251])"
536,"TANIGUCHI, M","array([-13.63679825,  94.26291812])"
537,"PETER, A","array([-46.43667157,  15.92636948])"
538,"HAEUSER, JM","array([-47.26439583,  14.38307153])"
539,"THOMA, MH","array([-42.00443122,  20.35433858])"
540,"CASSING, W","array([-48.21970504,  17.28605264])"
541,"AMELINOCAMELIA, G","array([-23.75730135,  72.66490363])"
542,"GUTPERLE, M","array([-2.50094685, 81.05734707])"
543,"BECKER, K","array([-4.55327561, 78.88176975])"
544,"BECKER, M","array([-4.74200397, 79.66214279])"
545,"LU, H","array([-1.13087696, 64.25884415])"
546,"POPE, CN","array([-0.63358694, 64.48840183])"
547,"STELLE, KS","array([-1.75193964, 66.61573134])"
548,"XU, KW","array([-0.6391609 , 59.18173208])"
549,"MOTTOLA, E","array([ 2.66587663, 43.39075819])"
550,"CATTANEO, AS","array([16.50916264, 67.15851303])"
551,"COTTARAMUSINO, P","array([18.41412988, 69.10091678])"
552,"GAMBA, A","array([18.92054532, 71.71707095])"
553,"TAKATA, H","array([-2.26513075, 95.13038943])"
554,"HETRICK, JE","array([-41.09964679, 102.09889706])"
555,"HOSOTANI, Y","array([-32.66558806,  94.94703003])"
556,"ISO, S","array([-25.88606238, 101.5119315 ])"
557,"PARK, YJ","array([-18.84771515, 105.43792281])"
558,"MINIC, D","array([-1.14963712, 83.24201672])"
559,"BAVER, E","array([-204.63421159,  116.68869598])"
560,"GEPNER, D","array([-203.35946783,  118.52413663])"
561,"GRACIABONDIA, JM","array([-25.91263696,  42.78550307])"
562,"SEVERA, P","array([ 6.18638085, 42.93766832])"
563,"CHEN, Y","array([13.94215757, 96.94790492])"
564,"ERIKSEN, KJ","array([ 22.14617723, 100.20025301])"
565,"TRACY, CA","array([ 23.95489654, 101.22806581])"
566,"POLYAKOV, D","array([  6.7261298 , 109.29249032])"
567,"MONDRAGON, M","array([-13.16115566,  57.23527615])"
568,"NELLEN, L","array([-19.89257255,  59.5734513 ])"
569,"SCHMIDT, MG","array([-19.79920499,  55.6871888 ])"
570,"SCHUBERT, C","array([-20.00713649,  69.38379577])"
571,"CURTRIGHT, T","array([  3.17208107, 155.22540856])"
572,"ZACHOS, C","array([  1.71192875, 155.42831554])"
573,"FUJIWARA, T","array([ -2.01870653, 109.48744704])"
574,"IGARASHI, Y","array([  0.18888457, 103.61839658])"
575,"KURIKI, R","array([-7.12016355, 97.45649488])"
576,"TABEI, T","array([ -1.60801248, 104.68644968])"
577,"KNECHT, M","array([ 35.56977278, 278.09669066])"
578,"PASQUIER, R","array([ 37.64963311, 279.37149857])"
579,"PASQUIER, JY","array([ 37.80432884, 277.17427877])"
580,"ABAD, J","array([154.91597255, -73.7681073 ])"
581,"RIOS, M","array([153.31935267, -75.33227654])"
582,"MEISSNER, KA","array([-15.5678966 ,  58.49584248])"
583,"ODINTSOV, EESD","array([-39.44539071,  98.87152073])"
584,"ROMEO, A","array([-34.16612389,  92.4979443 ])"
585,"KAZAKOV, VA","array([12.19833092, 75.53247378])"
586,"STAUDACHER, M","array([ 8.28027559, 72.41531771])"
587,"WYNTER, T","array([ 5.53019479, 64.26535466])"
588,"MARTINS, MJ","array([-104.45549962,  -69.12259196])"
589,"CAICEDO, MI","array([-222.95001375,  133.09989214])"
590,"GIANVITTORIO, R","array([-221.74209959,  134.46264603])"
591,"RESTUCCIA, A","array([-220.18944931,  135.15166779])"
592,"STEPHANY, J","array([-224.19539743,  135.16365225])"
593,"MONTAGUE, PS","array([-16.04196392, 240.85298468])"
594,"FAIZULLAEV, BA","array([23.48677285, 15.60399587])"
595,"PAK, NK","array([19.94693101, 21.23190291])"
596,"PARIS, J","array([-1.74472224, 79.28979513])"
597,"ROCHEV, VE","array([  10.62664971, -115.37876375])"
598,"SAPONOV, PA","array([  12.75533955, -115.91731793])"
599,"NURMAGAMBETOV, A","array([ 0.25667044, 84.16156446])"
600,"OVRUT, B","array([-2.3982715, 67.3559278])"
601,"SABRA, WA","array([-3.17932583, 63.73004902])"
602,"FULOP, T","array([175.31664954,  -9.96528133])"
603,"WELCH, DL","array([-213.81738585,  157.86598692])"
604,"BRANDHUBER, A","array([-3.18569905e-02,  7.76700025e+01])"
605,"EMERY, S","array([14.8454263 , 78.88802933])"
606,"LANDSTEINER, K","array([ 6.38923315, 75.48102236])"
607,"SCHWEDA, M","array([16.79997359, 77.12719754])"
608,"SIBIRYAKOV, AG","array([-13.25780805,  87.40005824])"
609,"YUNG, AV","array([-30.02064233, -87.62366635])"
610,"JOFRE, O","array([-0.67345924, 51.91533286])"
611,"MILTON, KA","array([-37.5569768 ,  99.15600026])"
612,"DAS, R","array([-43.04736192, 106.04816021])"
613,"KALMYKOV, MY","array([-84.94476636,  75.83733317])"
614,"GIANNAKIS, I","array([-7.91954877, 57.27068523])"
615,"NANOPOULOS, DV","array([-20.80831489,  60.46769707])"
616,"YUAN, K","array([-15.1352373 ,  53.67652824])"
617,"MANKO, VI","array([-44.73526077,  52.94099449])"
618,"MARMO, G","array([-41.18844  ,  46.4319204])"
619,"ZACCARIA, F","array([-47.6153245 ,  45.93335087])"
620,"EMPARAN, R","array([-15.02314432,  76.34089842])"
621,"VECCHIA, PD","array([ 3.71626285, 60.80382088])"
622,"LERDA, A","array([ 7.67169569, 62.11740936])"
623,"MAGNEA, L","array([ 8.17569882, 56.7397385 ])"
624,"MAROTTA, R","array([ 9.14208601, 53.17477233])"
625,"STINGL, M","array([ -36.94515166, -155.49807621])"
626,"HAMAMOTO, S","array([182.78877862, 126.7553468 ])"
627,"TANIMURA, S","array([  8.9326224 , 120.11776336])"
628,"EHOLZER, W","array([16.40529824, 83.88808634])"
629,"GAWEDZKI, K","array([25.77342077, 84.29790718])"
630,"DHOKER, E","array([-10.48892151,  83.65309114])"
631,"SIEGEL, W","array([-2.14080195, 77.94251055])"
632,"FELDER, G","array([-0.13814401, 62.96114817])"
633,"VARCHENKO, A","array([ 5.86073203, 54.16385801])"
634,"DOLGACHEV, IV","array([-71.30608771, -95.57428569])"
635,"KIMURA, T","array([20.05385381, 66.37487385])"
636,"STASHEFF, J","array([12.59724323, 61.18165047])"
637,"VORONOV, AA","array([21.33358608, 63.29675068])"
638,"BALDWIN, PR","array([-183.45918605,  137.08233196])"
639,"TOWNSEND, GM","array([-182.48126978,  135.12818117])"
640,"ZAPOTOCKY, M","array([ -9.98353608, 120.32485475])"
641,"ZAKRZEWSKI, W","array([-10.72125259, 112.03348439])"
642,"KIM, J","array([-34.68317672,  93.7822578 ])"
643,"LEE, T","array([-27.07930209,  85.67135645])"
644,"CASSANELLO, C","array([13.22159616, 67.36397705])"
645,"BOWICK, M","array([-49.72701741,  78.32767418])"
646,"FRANCESCO, PD","array([-52.18783072,  86.64350168])"
647,"GOLINELLI, O","array([-55.23208794,  85.17657238])"
648,"GUITTER, E","array([-53.37803697,  89.32017802])"
649,"MARINARI, E","array([-32.81235472,  98.05916426])"
650,"RITORT, F","array([-38.76258335, 106.88703083])"
651,"FUENTES, M","array([-4.56819988, 67.96016131])"
652,"LOPEZ, A","array([-10.82772239,  68.52346301])"
653,"MORENO, E","array([-11.58272415,  68.82814092])"
654,"ANDREI, N","array([10.2815464 , 79.35626432])"
655,"DOUGLAS, MR","array([-4.5410067 , 76.37133485])"
656,"JEREZ, A","array([ 4.75479186, 81.36416695])"
657,"GONZALEZ, J","array([19.98536943, 97.90648968])"
658,"GUINEA, F","array([ 28.71350119, 102.78907289])"
659,"VOZMEDIANO, MAH","array([ 26.48544224, 101.98059016])"
660,"JANA, D","array([140.24035269, 172.9192856 ])"
661,"MALDACENA, JM","array([-4.05603216, 74.35268306])"
662,"LUDWIG, AWW","array([21.840066  , 81.07032275])"
663,"DALLEY, S","array([-35.3099221 ,  92.55353387])"
664,"GOTAY, MJ","array([ 51.23894734, -77.112837  ])"
665,"GRUNDLING, H","array([ 49.2368627 , -79.48690239])"
666,"HURST, CA","array([ 48.51723269, -77.39766573])"
667,"RADULESCU, F","array([124.24508579, 234.04984062])"
668,"IOWA, TUO","array([125.69457142, 232.33147459])"
669,"ARELLANO, ERD","array([-184.76534458,  -38.16080185])"
670,"GUIMARAES, MEX","array([37.82320063, 67.71191484])"
671,"LOLL, R","array([-41.06596904,  89.66463401])"
672,"JACOBSON, T","array([-27.11363042,  87.38025013])"
673,"KANG, G","array([-20.01312802,  89.43149902])"
674,"MYERS, RC","array([-17.03352992,  73.26297041])"
675,"BECHMANN, O","array([25.7396385 , 85.84882237])"
676,"LECHTENFELD, O","array([17.86531453, 84.78897913])"
677,"CARLINI, A","array([-62.80370343, 102.02069901])"
678,"GREENSITE, J","array([-50.63910842,  95.99741042])"
679,"CLEMENT, G","array([ 6.20324035, 59.90266613])"
680,"ENGLERT, F","array([-17.44214982,  61.69316915])"
681,"JI, X","array([154.37821205, 185.50898713])"
682,"BEANE, SR","array([ 84.20816672, 208.68423675])"
683,"COOPER, L","array([-22.32287973,  72.3578596 ])"
684,"STEDMAN, GE","array([-30.22460756,  74.35804911])"
685,"CHIBISOV, B","array([-22.19774505,  68.35998532])"
686,"ZHITNITSKY, AR","array([-29.70051895,  70.53639911])"
687,"HAMIDIAN, H","array([-34.14522639,  75.3839842 ])"
688,"CINCINNATI, UO","array([-34.81159145,  76.36777422])"
689,"SEMENOFF, G","array([-27.85499334,  74.95020242])"
690,"SURANYI, P","array([-33.41973309,  75.96054974])"
691,"WIJEWARDHANA, LCR","array([-30.05339714,  76.72325995])"
692,"PAVEL, I","array([-20.22480087,  73.48274026])"
693,"RIDOLFI, G","array([-20.14839084,  72.52983232])"
694,"ZWIRNER, F","array([-24.26146429,  77.46637907])"
695,"KHOZE, VV","array([-10.48639844,  53.37860649])"
696,"MARTINELLI, G","array([ -48.22381518, -104.78677168])"
697,"SACHRAJDA, CT","array([ -47.06111151, -106.73272503])"
698,"LEESE, RA","array([-10.65244973, 115.19076399])"
699,"MANTON, NS","array([ -8.51773437, 104.85147595])"
700,"SCHROERS, BJ","array([-12.7666036 , 121.09568446])"
701,"ZICHICHI, A","array([-35.80717537,  48.35736159])"
702,"LYTH, DH","array([-21.4862738 ,  59.00287633])"
703,"STEWART, ED","array([-10.04643471,  48.42580216])"
704,"CHU, C","array([-1.22163287, 72.57999262])"
705,"ZUMINO, B","array([-2.2416545, 62.5808201])"
706,"LOREK, A","array([-0.75200923, 20.76092868])"
707,"WESS, J","array([-1.73773663, 27.23473643])"
708,"DOEBNER, HD","array([ -5.05694318, 134.44310037])"
709,"GOLDIN, GA","array([  1.0079483 , 137.63878599])"
710,"NATTERMANN, P","array([  5.75277414, 134.53154079])"
711,"WODKIEWICZ, K","array([ 11.31565319, 301.71396601])"
712,"ABDALLA, E","array([-12.89843117, 102.14054228])"
713,"ABDALLA, MCB","array([-3.79813614, 91.10653034])"
714,"BRIHAYE, Y","array([-31.2565984 ,  91.77448414])"
715,"DEVAUX, N","array([-31.97636932,  96.95278188])"
716,"KOSINSKI, P","array([-27.94476177,  94.88682363])"
717,"NICOLA, SD","array([-44.08848645,  57.34051434])"
718,"FEDELE, R","array([-43.94009226,  56.19901514])"
719,"MIELE, G","array([-36.44764309,  61.63719321])"
720,"RAHIMITABAR, MR","array([  8.5724621 , 138.41865187])"
721,"ROUHANI, S","array([  7.34576953, 133.1704972 ])"
722,"JURKIEWICZ, J","array([-44.92532916,  87.18589873])"
723,"PERIWAL, V","array([-10.73769666,  79.14409638])"
724,"ODA, I","array([27.72865379, 64.32740078])"
725,"ARTHUR, K","array([-21.16102287, 111.94187739])"
726,"BURZLAFF, J","array([-15.30387706, 111.22112164])"
727,"MUSSARDO, G","array([21.44038495, 85.67253982])"
728,"SIMONETTI, P","array([31.26584144, 89.19600862])"
729,"LINDSTROM, U","array([-20.73344565,  58.1968485 ])"
730,"ROCEK, M","array([-13.69617351,  67.40363675])"
731,"BOCHICCHIO, M","array([-164.61078074,  -35.22999831])"
732,"CALLAN, CG","array([-14.14662924,  76.95961005])"
733,"YEGULALP, A","array([-9.17012771, 77.37711233])"
734,"NYEO, S","array([21.00879391, 99.47799526])"
735,"KABAT, D","array([-9.4860946 , 80.63962871])"
736,"EGUCHI, T","array([  6.04254267, 102.89857455])"
737,"HORI, K","array([-0.14387107, 88.4580394 ])"
738,"YANG, SK","array([  6.05421424, 101.05495609])"
739,"GORSKY, A","array([ 3.81444571, 85.0028493 ])"
740,"MARSHAKOV, A","array([11.72914916, 91.81822776])"
741,"ORLOV, A","array([12.81665393, 89.49392721])"
742,"FRING, A","array([20.46870504, 44.48333866])"
743,"NACULICH, S","array([  0.50148523, 105.68270075])"
744,"HULL, CM","array([-8.6038948 , 68.26173648])"
745,"SOLOVIEV, OA","array([-19.25285076,  71.27229477])"
746,"UNRUH, WG","array([-47.60892044,  39.68233961])"
747,"WALD, RM","array([-42.55994018,  45.64651559])"
748,"MALIK, RP","array([-122.47438057,  268.65531213])"
749,"BELARDINELLI, L","array([-54.6262244 ,  38.73775298])"
750,"DESTRI, C","array([-49.1758899 ,  45.60085593])"
751,"JOHNSON, CV","array([-10.51068614,  69.78663326])"
752,"AWATA, H","array([ 8.74573419, 98.15124369])"
753,"MATSUO, Y","array([ 11.94445447, 113.53666026])"
754,"ODAKE, S","array([ 14.90698228, 110.79247337])"
755,"SHIRAISHI, J","array([ 16.82461443, 107.58392701])"
756,"BACHAS, C","array([-6.92797046, 67.48294647])"
757,"MEDVEDEV, PB","array([22.13398513, 48.15392006])"
758,"ZUBAREV, AP","array([24.22875036, 44.70747152])"
759,"HAGEN, CR","array([151.34325666,  30.25441871])"
760,"LI, M","array([ 0.40480448, 86.07768489])"
761,"WINSTANLEY, E","array([-24.89303222,  58.64796317])"
762,"MAVROMATOS, NE","array([-27.6109122 ,  61.49349144])"
763,"DINE, M","array([-1.17160158, 63.35337377])"
764,"HYUN, S","array([-15.89472773,  95.71558338])"
765,"PARK, J","array([-12.79731858,  83.94548072])"
766,"HOU, B","array([ 10.51238199, 145.61693844])"
767,"BOONSTRA, HJ","array([-8.41163147, 66.38458256])"
768,"ROO, MD","array([-9.2542974 , 63.27490221])"
769,"NERGIZ, S","array([-112.26265226,  251.9081152 ])"
770,"SACLIOGLU, C","array([-113.80710101,  253.57788533])"
771,"PASQUINUCCI, A","array([-3.48974535, 66.04484275])"
772,"ROLAND, K","array([-6.21216374, 50.27706712])"
773,"KOZYREV, SV","array([23.29660612, 42.59514101])"
774,"MADSEN, JO","array([ 6.829562  , 54.88661728])"
775,"RAGOUCY, E","array([ 6.15769897, 65.48149292])"
776,"MACKENZIE, R","array([-76.74330673,  50.64309122])"
777,"LOZANO, Y","array([-10.78789969,  61.39425518])"
778,"GONERA, C","array([-31.37978026,  95.92938917])"
779,"GILLER, S","array([-33.71740887,  94.92806193])"
780,"ZAIKOV, RP","array([-185.65306196,  -29.89575423])"
781,"BOULATOV, DV","array([-38.03593732,  94.87085933])"
782,"SMILGA, A","array([-16.13197188,  48.75111046])"
783,"ALBEVERIO, S","array([-9.00768185, 30.84314777])"
784,"FEI, S","array([-9.92393998, 34.55999632])"
785,"VILLALBA, VM","array([-78.1260623 , -72.45348177])"
786,"KAWAI, H","array([-20.84272203,  96.98519167])"
787,"LEE, H","array([-16.81886194, 100.49426053])"
788,"DIENES, KR","array([-16.89376311,  66.21651114])"
789,"MOSHE, M","array([-21.9781551 ,  83.34216635])"
790,"DELBOURGO, R","array([-45.54154878,  65.05857588])"
791,"SEN, A","array([-3.52587259, 76.00187533])"
792,"HSU, SDH","array([-33.62493563,  58.52549833])"
793,"KREIMER, D","array([-56.38106787,  75.99759592])"
794,"FROLOV, VP","array([-34.32332447,  52.57962312])"
795,"DUVAL, C","array([37.38659859, 85.71050701])"
796,"HORVATHY, PA","array([39.49420782, 85.33802097])"
797,"PALLA, L","array([29.51741186, 85.08965462])"
798,"SALTSIDIS, P","array([  7.46909141, 106.42503204])"
799,"TSOKUR, VA","array([108.15516404, 253.23296614])"
800,"ZINOVIEV, YM","array([105.66236912, 253.48561776])"
801,"FREED, DE","array([-51.76035065,  91.73721406])"
802,"KULISH, PP","array([12.01726846, 49.74132561])"
803,"RAUCHWOJCIECHOWSKI, S","array([17.56234081, 42.86082147])"
804,"TSIGANOV, AV","array([18.56643111, 43.84721927])"
805,"GOODISON, J","array([  52.02112063, -116.75302084])"
806,"HOPPE, J","array([13.4537949 , 76.62032619])"
807,"VAYSBURD, I","array([142.93642601, 242.43838065])"
808,"PARKHOMENKO, SE","array([-179.2311579,    4.683505 ])"
809,"FISCHLER, W","array([-3.62820853, 79.43936221])"
810,"PABAN, S","array([-1.18919456, 82.14010725])"
