# index, label, _pos
446,"ARMITAGE, PJ","array([ 51.90076472, -37.34875393])"
447,"SMITH, KW","array([ 49.90243128, -33.5359507 ])"
448,"PRINGLE, JE","array([ 57.68482361, -34.87475492])"
449,"NOLTHENIUS, R","array([ 60.01884444, -17.29040499])"
450,"PRIMACK, J","array([ 59.77490352, -12.35208917])"
451,"REISENEGGER, A","array([ 50.78679462, -19.72675805])"
452,"MIRALDAESCUDE, J","array([ 59.94770745, -24.73905172])"
453,"REZZOLLA, L","array([ 47.62681515, -35.58694649])"
454,"MILLER, JC","array([ 54.26461019, -37.98132826])"
455,"TREMAINE, S","array([ 56.10979778, -23.50556026])"
456,"TORRES, S","array([ 55.30414473, -15.69748077])"
457,"CAYON, L","array([ 61.06930349, -14.86381487])"
458,"MARTINEZGONZALEZ, E","array([ 59.41070934, -25.70475285])"
459,"SANZ, JL","array([ 61.42019796, -17.17362641])"
460,"TOSI, M","array([ 49.97937206, -24.71433273])"
461,"A, MTG","array([242.68240926, -77.84940855])"
462,"E, SJ","array([242.26360946, -79.37324158])"
463,"MERRIFIELD, MR","array([ 69.42164399, -32.43205313])"
464,"KUIJKEN, K","array([ 68.16464954, -26.0128171 ])"
465,"IVEZIC, Z","array([ 62.43094184, -28.18741118])"
466,"ELITZUR, M","array([ 70.19261592, -16.31437636])"
467,"HOOK, IM","array([ 63.59997412, -31.27496419])"
468,"MCMAHON, RG","array([ 65.19115445, -28.39602001])"
469,"PATNAIK, AR","array([ 69.8007729 , -35.37025927])"
470,"BROWNE, IWA","array([ 70.22636507, -30.6626591 ])"
471,"WILKINSON, PN","array([ 70.06268077, -30.22320872])"
472,"IRWIN, MJ","array([ 62.95489753, -27.02069381])"
473,"HAZARD, C","array([ 63.03833043, -30.49568339])"
474,"MARTINMIRONES, JM","array([ 66.73222315, -18.8013803 ])"
475,"GONZALEZSERRANO, JI","array([ 69.87644906, -28.335312  ])"
476,"CHRISTODOULOU, DM","array([ 77.9099304 , -41.33566391])"
477,"TOHLINE, JE","array([ 75.03875689, -50.46875393])"
478,"KING, RWHDL","array([ 55.7341508 , -18.47606982])"
479,"NAIM, A","array([ 64.30031289, -23.16181405])"
480,"LAHAV, O","array([ 64.60469253, -28.55198862])"
481,"BUTA, RJ","array([ 68.02236902, -27.3790338 ])"
482,"JR, HGC","array([ 64.44642705, -23.45141542])"
483,"VAUCOULEURS, GD","array([ 63.52599812, -23.49674526])"
484,"DRESSLER, A","array([ 61.25091526, -28.93908024])"
485,"HUCHRA, JP","array([ 61.05166865, -28.20010081])"
486,"BERGH, SVD","array([ 58.70091226, -25.03687003])"
487,"RAYCHAUDHURY, S","array([ 59.50869945, -19.98523397])"
488,"JR, LS","array([ 66.28069445, -21.20402139])"
489,"STORRIELOMBARDI, MC","array([ 64.59258939, -22.36842939])"
490,"STRAUSS, MA","array([ 63.59234932, -24.92542218])"
491,"QIAN, Y","array([ 44.34224628, -25.13608392])"
492,"FULLER, GM","array([ 39.30760118, -33.51709597])"
493,"PRIMACK, JR","array([ 59.03843887, -24.02566771])"
494,"RUCINSKI, S","array([ 40.16755948, -12.62705513])"
495,"OBSERVATORY, DD","array([33.4133761 , -6.07889338])"
496,"CHARLTON, JC","array([ 51.8272909 , -26.02174538])"
497,"FRUCHTER, AS","array([ 60.20724878, -32.00177923])"
498,"BOOKBINDER, J","array([ 51.18960475, -36.45191659])"
499,"BAILYN, CD","array([ 57.21760168, -35.02642485])"
500,"MANNHEIM, K","array([ 64.41416443, -46.38431651])"
501,"RUCINSKI, SM","array([ 54.55369801, -25.81508636])"
502,"LAIX, AAD","array([ 40.63000099, -15.12289997])"
503,"SCHERRER, RJ","array([ 44.86919257, -18.18504052])"
504,"SCHAEFER, RK","array([ 48.23690617, -13.95181003])"
505,"S, AG","array([ -30.34995791, -201.9832913 ])"
506,"MARTINEZ, O","array([ -29.45739941, -203.02813425])"
507,"ASTROFISICA, IND","array([ -31.39648915, -202.88507131])"
508,"ELECT, OY","array([ -30.49541427, -203.94127525])"
509,"BERNARDEAU, F","array([ 64.48139579, -16.80757269])"
510,"MESZAROS, P","array([ 50.6775803 , -45.83979377])"
511,"PERSIC, M","array([ 67.42860448, -28.8310838 ])"
512,"SALUCCI, P","array([ 65.84482554, -27.61191342])"
513,"WHITE, DA","array([ 72.77696873, -30.41926909])"
514,"VAUTERIN, P","array([77.02951565, -9.93494973])"
515,"DEJONGHE, H","array([ 69.6139867 , -10.69395957])"
516,"GLAZEBROOK, K","array([ 63.87647514, -28.13701816])"
517,"PEACOCK, JA","array([ 66.874147  , -23.90657124])"
518,"MILLER, L","array([ 66.33151924, -29.89619652])"
519,"LUPPINO, GA","array([ 67.71900638, -30.01092308])"
520,"GIOIA, IM","array([ 66.80904472, -30.59992398])"
521,"KAUFFMANN, G","array([ 65.37485545, -19.96137235])"
522,"KOOIMAN, BL","array([ 71.13044106, -13.37793054])"
523,"BURNS, JO","array([ 67.8314766 , -23.35526949])"
524,"KLYPIN, AA","array([ 62.39589231, -17.64515684])"
525,"SPRUIT, HC","array([ 50.86995844, -38.79903976])"
526,"PAN, HC","array([ 76.42705985, -49.54977368])"
527,"SKINNER, GK","array([ 67.93709286, -45.6565083 ])"
528,"SUNYAEV, RA","array([ 70.78579286, -42.38636761])"
529,"BOROZDIN, KN","array([ 76.32541213, -46.6447032 ])"
530,"PETITJEAN, P","array([ 65.45062097, -22.35562494])"
531,"MUCKET, JP","array([ 66.23068873, -12.1073702 ])"
532,"KATES, R","array([ 65.72820343, -12.54457533])"
533,"FISHER, K","array([ 68.42713739, -29.02963425])"
534,"HUCHRA, J","array([ 60.067958  , -35.18870339])"
535,"STRAUSS, M","array([ 67.70097624, -17.88929171])"
536,"YAHIL, A","array([ 62.02520194, -26.09282005])"
537,"SCHLEGEL, D","array([ 63.73836347, -25.59149328])"
538,"ANSARI, R","array([ 55.14976787, -19.35896824])"
539,"AURIERE, M","array([ 51.1712231, -25.5858806])"
540,"BAILLON, P","array([ 54.67481898, -25.05077923])"
541,"BOUQUET, A","array([ 54.48660622, -24.56465149])"
542,"COUPINOT, G","array([ 54.41374236, -24.89656584])"
543,"BALLAND, C","array([ 61.55425541, -14.20633734])"
544,"BLANCHARD, A","array([ 63.85651084, -27.10821062])"
545,"WYBO, M","array([73.60374539, -1.05500696])"
546,"HEGGIE, DC","array([ 58.07733436, -40.91271187])"
547,"LOMBARDI, JC","array([ 47.31602273, -42.56618924])"
548,"SHAPIRO, SL","array([ 46.57825048, -45.48905434])"
549,"BERGER, J","array([230.53751289, -90.84981739])"
550,"FINN, LS","array([-125.20352622,   65.84457261])"
551,"CLEMENT, G","array([  -4.15808597, -224.85572836])"
552,"KANAYA, K","array([ 42.94886776, -32.90878981])"
553,"BILENKY, SM","array([ 18.66638734, -50.90576962])"
554,"GIUNTI, C","array([ 21.85568928, -45.49756115])"
555,"HALZEN, F","array([ 44.07119781, -61.10218849])"
556,"KESZTHELYI, B","array([ 41.51022376, -72.23314217])"
557,"ZAS, E","array([ 47.05262746, -62.5677359 ])"
558,"FARRAR, G","array([ 109.05465575, -234.66470614])"
559,"OLIVE, KA","array([ 37.96410605, -28.01139073])"
560,"STEWART, ED","array([ 44.59746175, -29.16865577])"
561,"VEGA, HJD","array([40.16931413, -9.29981834])"
562,"MITTELBRUNN, JR","array([35.65138134, -2.28922918])"
563,"MEDRANO, MR","array([37.96247236, -4.27647226])"
564,"KALLOSH, R","array([ 42.41420651, -14.64148964])"
565,"LINDE, A","array([ 42.92406061, -21.14133745])"
566,"LINDE, D","array([ 36.48843792, -14.10753004])"
567,"SUSSKIND, L","array([ 36.9028071, -13.6835932])"
568,"PRAKASH, M","array([ 32.60641099, -53.52836935])"
569,"TATSUMI, T","array([ 29.94857322, -55.05420346])"
570,"GAI, M","array([ 32.20952125, -36.32793356])"
571,"GOLDWIRTH, DS","array([ 69.11387207, -10.66172557])"
572,"COSTA, LND","array([ 62.99500656, -21.93140244])"
573,"WEYGAERT, RVD","array([ 67.00199939, -12.39340823])"
574,"KAPER, L","array([ 52.78602281, -38.62584019])"
575,"LAMERS, HJGLM","array([ 48.82924823, -26.72117614])"
576,"RUYMAEKERS, E","array([ 46.30302169, -38.61931515])"
577,"HEUVEL, EPJVD","array([ 50.17462478, -47.64708747])"
578,"ZUIDERWIJK, EJ","array([ 49.84547529, -39.46131423])"
579,"GOTTLOEBER, S","array([ 58.19629617, -16.9399013 ])"
580,"MOLARO, P","array([ 53.43033608, -25.8054136 ])"
581,"LEIBUNDGUT, B","array([ 56.76565194, -34.29384639])"
582,"DEZOTTI, G","array([ 72.6369709 , -19.84991851])"
583,"MAZZEI, P","array([ 66.17638314, -23.08791159])"
584,"GRANATO, L","array([ 72.28020974, -19.60151915])"
585,"J, M","array([76.50384157, -9.54680784])"
586,"S, V","array([83.99098867, -3.76125001])"
587,"R, T","array([83.54065072, -3.02152272])"
588,"B, P","array([84.90958293, -2.12156655])"
589,"BARTLETT, RE","array([ 40.92875593, -20.62751514])"
590,"VILLUMSEN, JV","array([ 61.44191094, -18.73561698])"
591,"ASCHENBACH, B","array([ 57.2967382 , -40.05915012])"
592,"BOEHRINGER, DMNH","array([-100.70629949, -132.171497  ])"
593,"SIGL, G","array([ 42.47201398, -33.0780034 ])"
594,"JANKA, HT","array([ 42.93874117, -36.13985845])"
595,"MUELLER, E","array([ 49.3434463 , -38.92484756])"
596,"BROWN, AGA","array([ 47.05623884, -25.29895855])"
597,"HARTMANN, D","array([ 57.44160591, -38.83753741])"
598,"BURTON, WB","array([ 62.11756441, -31.46932703])"
599,"TURNER, MS","array([ 47.16065365, -19.32843432])"
600,"MULLER, V","array([ 62.55547665, -13.3906588 ])"
601,"BORRA, EF","array([97.24495321, -9.65119798])"
602,"E, ECA","array([60.63935253, -2.73380404])"
603,"P, B","array([59.8272602 , -2.26328055])"
604,"S, B","array([59.98086794, -0.50670778])"
605,"M, G","array([61.02578799, -5.35673775])"
606,"M, L","array([59.63415657, -4.99497861])"
607,"B, L","array([59.9986176 , -4.74351149])"
608,"E, L","array([59.59268394, -4.52995171])"
609,"C, M","array([59.26711268, -2.75957453])"
610,"A, M","array([58.84436506, -3.90271738])"
611,"L, M","array([58.35424222, -4.58981834])"
612,"F, Q","array([59.34422105, -5.29689042])"
613,"J, R","array([59.23344554, -4.89983319])"
614,"M, S","array([60.78776883, -2.29960776])"
615,"L, V","array([59.13461172, -4.4749372 ])"
616,"S, Z","array([60.43340908, -2.19100806])"
617,"R, A","array([59.69404135, -5.47803681])"
618,"F, C","array([61.42166222, -3.57730961])"
619,"M, M","array([58.80931735, -4.76160924])"
620,"P, BJ","array([60.89804825, -1.07793971])"
621,"R, F","array([61.51080124, -8.31419216])"
622,"PH, G","array([60.09647209, -2.68440578])"
623,"A, V","array([58.70606276, -4.37304428])"
624,"E, M","array([63.0760197 , -2.88955993])"
625,"L, P","array([59.44951593, -4.06080334])"
626,"C, G","array([60.02744244, -5.19942772])"
627,"J, G","array([63.22867468, -5.74926125])"
628,"O, M","array([58.91999852, -5.16762553])"
629,"F, T","array([58.42663235, -4.97885651])"
630,"VELAZQUEZ, H","array([ 76.44024257, -13.26818132])"
631,"SMETTE, A","array([ 61.47869204, -27.76988174])"
632,"SANTOSLLEO, M","array([ 68.35662799, -32.51321189])"
633,"CLAVEL, J","array([ 67.85449116, -32.07287251])"
634,"BARR, P","array([ 67.49391377, -34.76729741])"
635,"GLASS, IS","array([ 63.38828324, -32.41316796])"
636,"PELAT, D","array([ 72.27684316, -33.96276448])"
637,"PETERSON, BM","array([ 63.90620421, -33.5515267 ])"
638,"REICHERT, G","array([ 70.36599252, -36.17019018])"
639,"BERTSCHINGER, E","array([ 62.95116328, -18.36076683])"
640,"RUFFERT, M","array([ 43.20555847, -40.84364355])"
641,"KEIL, W","array([ 41.11492386, -32.92198485])"
642,"SCHAEFER, G","array([ 55.70529599, -47.48560709])"
643,"COVINO, S","array([ 57.90947443, -38.37147421])"
644,"GALLETTI, S","array([ 50.34128881, -49.63080978])"
645,"PASINETTI, LE","array([ 50.87787967, -50.25020582])"
646,"BARCONS, X","array([ 64.55290253, -31.76412266])"
647,"ZOTTI, GD","array([ 67.85570986, -20.98700404])"
648,"MIYAJI, T","array([ 66.26450593, -32.4632839 ])"
649,"HIBBARD, J","array([ 54.16680315, -28.78382075])"
650,"HARLAFTIS, ET","array([ 52.65418181, -35.80545759])"
651,"MARSH, TR","array([ 48.03870277, -37.93236513])"
652,"MOELLENHOFF, C","array([ 50.81569354, -29.04276153])"
653,"MATTHIAS, M","array([ 51.13707725, -25.00565176])"
654,"GERHARD, OE","array([ 55.25256198, -23.06838009])"
655,"HINSHAW, G","array([ 62.44457028, -14.20628887])"
656,"BENNETT, CL","array([ 64.32598508, -10.97470957])"
657,"KOGUT, A","array([ 62.91792202, -10.52066207])"
658,"KOERNER, DW","array([ 50.39329366, -29.49058432])"
659,"SARGENT, AI","array([ 57.4383993 , -25.89691333])"
660,"WAMBSGANSS, J","array([ 63.06661753, -29.56826904])"
661,"KUNDIC, T","array([ 61.78805476, -26.77004012])"
662,"RACHEN, JP","array([ 60.1841196, -43.5510752])"
663,"FRISCH, P","array([ 65.50735459, -16.55050142])"
664,"EINASTO, J","array([ 64.11975542, -19.49568496])"
665,"EINASTO, M","array([ 66.40174589, -16.54476649])"
666,"FREUDLING, W","array([ 63.58861356, -24.20839949])"
667,"FRICKE, KJ","array([ 69.07203891, -22.2769792 ])"
668,"GRAMANN, M","array([ 70.8280554 , -13.87642821])"
669,"SAAR, V","array([ 65.71996319, -19.48726577])"
670,"TOOMET, O","array([ 66.91274382, -16.37038629])"
671,"BIRD, CM","array([ 74.6214822 , -22.36236147])"
672,"HOLZ, DE","array([ 71.23856716, -27.88629706])"
673,"WALD, RM","array([ 87.56533173, -24.18425556])"
674,"SCHINDLER, S","array([ 65.94535571, -33.26152578])"
675,"SPLINTER, RJ","array([ 55.3989534 , -12.66575974])"
676,"FERRELL, RC","array([68.2629182 , -6.24212088])"
677,"JAROSZYNSKI, M","array([ 38.42963018, -30.92375058])"
678,"PACZYNSKI, B","array([ 47.68828913, -21.69048896])"
679,"LINDNER, U","array([ 68.6227564 , -16.84379412])"
680,"FRICKE, K","array([ 67.10346783, -24.42259195])"
681,"TAGO, E","array([ 65.85948319, -16.77450698])"
682,"RAMATY, R","array([ 49.62167459, -43.67533002])"
683,"LINGENFELTER, RE","array([ 58.13960081, -46.72189733])"
684,"BLUM, R","array([ 44.06067614, -23.02612535])"
685,"LANDE, K","array([ 58.79433673, -42.30621154])"
686,"LANOU, RE","array([ 58.24674141, -44.20122788])"
687,"LEARNED, JG","array([ 71.77448338, -47.97598458])"
688,"ROBERTSON, RGH","array([ 53.3888933 , -44.14013571])"
689,"WOLFENSTEIN, L","array([ 55.48222802, -40.45200149])"
690,"BREWER, JP","array([ 47.19764852, -13.07720282])"
691,"CRABTREE, DR","array([ 48.4260128 , -15.42533516])"
692,"ALPAR, MA","array([ 65.31105758, -58.2540233 ])"
693,"GUSEINOV, OH","array([ 68.35099309, -63.51582924])"
694,"KIZILOGLU, U","array([ 65.89875133, -57.64742691])"
695,"OGELMAN, H","array([ 66.65487704, -58.04302454])"
696,"ZEPF, SE","array([ 57.97319162, -24.56011359])"
697,"CARTER, D","array([ 59.70634192, -25.84392247])"
698,"SHARPLES, RM","array([ 63.44272295, -26.17973143])"
699,"ASHMAN, KM","array([ 56.26369882, -24.34391075])"
700,"STEL, F","array([ 76.59785914, -25.38027037])"
701,"KUMAR, P","array([ 47.2095024 , -34.65016528])"
702,"AO, CO","array([ 43.09511949, -36.80963971])"
703,"QUATAERT, EJ","array([ 37.7717382 , -38.38182297])"
704,"WHITE, M","array([ 58.76627138, -17.25542361])"
705,"BAYKA, A","array([ 67.7176066, -64.0513021])"
706,"ESENDEMIR, A","array([ 66.72522068, -63.36751766])"
707,"ERCAN, N","array([ 66.93444104, -64.09209064])"
708,"IKIS, G","array([ 67.57796792, -63.32343985])"
709,"MILGROM, M","array([ 94.38108749, -24.12129488])"
710,"MATTEUCCI, F","array([ 58.52760879, -30.18741342])"
711,"GIBSON, BK","array([ 61.37128761, -30.44898041])"
712,"KJELDSEN, TRBH","array([-115.27052941, -137.55713134])"
713,"CARR, J","array([ 46.78992941, -27.97284156])"
714,"SELLGREN, K","array([ 48.39308311, -25.03246527])"
715,"TERNDRUP, D","array([ 40.12736251, -23.19847741])"
716,"KAWALER, SD","array([ 45.60223348, -42.24327772])"
717,"UNIVERSITY, IS","array([ 38.57337358, -50.71176273])"
718,"MAYYA, YD","array([ 62.45639457, -56.24322352])"
719,"QUILLEN, AC","array([ 55.20338022, -28.31376571])"
720,"QUILLEN, CB","array([ 44.37910651, -23.64435143])"
721,"KNEIB, J","array([ 69.06643288, -27.3815779 ])"
722,"ELLIS, RS","array([ 64.15461544, -27.08974556])"
723,"COUCH, WJ","array([ 63.01611529, -28.44084718])"
724,"JR, RMSAO","array([ 69.04234042, -26.46032575])"
725,"ROSATI, P","array([ 62.91422975, -29.3072192 ])"
726,"CECA, RD","array([ 67.92747008, -31.78454696])"
727,"BURG, R","array([ 63.36711192, -30.30663576])"
728,"NORMAN, C","array([ 62.48795074, -27.79444046])"
729,"GIACCONI, R","array([ 63.44152458, -30.82164824])"
730,"RAMIREZ, SV","array([ 50.20699486, -24.32332883])"
731,"FROGEL, JA","array([ 53.72105165, -25.66760978])"
732,"KUCHINSKI, LE","array([ 53.01167579, -23.87715436])"
733,"AJ, DMTAFPI","array([ 48.55583816, -22.02916573])"
734,"WOODS, E","array([57.6015564 , -9.42924865])"
735,"DODD, RJ","array([ 54.85363522, -37.02901113])"
736,"SULLIVAN, DJ","array([ 52.86866644, -38.23207733])"
737,"GIURICIN, G","array([ 71.4030488 , -17.19325446])"
738,"TEKTUNALI, FL","array([ 75.16310319, -13.47512458])"
739,"MONACO, P","array([ 69.25753437, -21.39320169])"
740,"MARDIROSSIAN, F","array([ 70.61502991, -15.52707187])"
741,"MEZZETTI, M","array([ 70.1535263 , -15.46210176])"
742,"BRAINERD, T","array([ 74.30654553, -29.78421591])"
743,"PIETRONERO, YVBFSLMML","array([ 49.80795108, 164.4201783 ])"
744,"RHOADS, JE","array([ 59.3919104 , -28.31483203])"
745,"BAGLA, JS","array([ 69.29288082, -23.55182479])"
746,"PADMANABHAN, T","array([ 72.52260216, -13.45430952])"
747,"TREVES, A","array([ 61.92350131, -41.57530267])"
748,"SZUSZKIEWICZ, E","array([ 59.03071367, -37.90464863])"
749,"CORBELLI, E","array([ 58.11200754, -19.33679713])"
750,"SALPETER, EE","array([ 44.07332939, -26.2945476 ])"
751,"FERRARA, A","array([ 67.20399398, -23.16349764])"
752,"BONIFACIO, FPP","array([ 46.13058284, -16.49798288])"
753,"M, P","array([61.3031356 ,  9.45286455])"
754,"W, R","array([60.34726908,  7.76012078])"
755,"P, KT","array([62.32737557,  8.50662134])"
756,"K, S","array([61.5797704 ,  8.34497451])"
757,"P, RH","array([60.91300456,  7.25258651])"
758,"P, R","array([61.90758474,  6.70949524])"
759,"R, S","array([61.73674674,  4.02245376])"
760,"L, FR","array([60.70237537,  8.42804103])"
761,"B, WE","array([61.0572357 ,  7.87791102])"
762,"D, GF","array([62.32677495,  7.76109034])"
763,"J, JK","array([61.66281969,  7.51528942])"
764,"TANVIR, NR","array([ 59.69386451, -28.38670576])"
765,"ROBINSON, DRT","array([ 58.15289696, -23.52867142])"
766,"MOSS, C","array([ 58.09903399, -54.44796731])"
767,"WHITTLE, M","array([ 57.05785832, -47.23092747])"
768,"PESCE, JE","array([ 61.86211748, -39.88494021])"
769,"NAVARRO, H","array([ 60.99947763, -52.00494095])"
770,"GRAZIANI, C","array([ 57.33275368, -46.51557511])"
771,"HARDING, AK","array([ 66.0282404 , -47.33906522])"
772,"SINA, R","array([ 62.05307309, -55.84291685])"
773,"MESZAROS, A","array([ 44.53439876, -56.60238089])"
774,"MOORE, B","array([ 67.96214979, -25.39572821])"
775,"KATZ, N","array([ 64.01911093, -21.06696392])"
776,"LAKE, G","array([ 70.9462985 , -24.11246883])"
777,"STORRIELOMBARDI, LJ","array([ 61.3389752 , -28.12112465])"
778,"WELCH, DL","array([ 55.74438862, -34.24969614])"
779,"ENOMOTO, R","array([  38.25682725, -209.01424068])"
780,"NEW, KCB","array([ 76.84469585, -58.72625636])"
781,"CHANMUGAM, G","array([ 79.69439997, -58.90559208])"
782,"JOHNSON, WW","array([ 78.9083065, -62.4924709])"
783,"DALCANTON, JJ","array([ 60.81048827, -23.19642099])"
784,"SUMMERS, FJ","array([ 58.59016682, -19.69365384])"
785,"JEDAMZIK, K","array([ 37.14434365, -28.12177158])"
786,"SCHRAMM, DN","array([ 42.32387445, -30.87499042])"
787,"BEREZINSKY, VS","array([ 41.67391779, -29.20500223])"
788,"GARDINER, L","array([197.0083249 , 137.76689338])"
789,"NOGUCHI, M","array([198.56533241, 137.90120111])"
790,"SEITZ, S","array([ 63.14627756, -25.18041535])"
791,"SCHNEIDER, P","array([ 70.86765659, -28.42279123])"
792,"TESTA, V","array([ 52.60737952, -25.92595907])"
793,"FERRARO, FR","array([ 51.06829556, -26.29682268])"
794,"BROCATO, E","array([ 51.64310137, -34.78312647])"
795,"CASTELLANI, V","array([ 42.7610515 , -28.81128706])"
796,"BEAULIEU, JP","array([ 55.10378744, -16.39209082])"
797,"DEHNER, BT","array([ 41.5583801 , -46.34683967])"
798,"ELLIS, R","array([ 62.38086257, -27.18773776])"
799,"SANTIAGO, B","array([ 59.78102786, -27.709234  ])"
800,"GRIFFITHS, R","array([ 64.69742504, -34.03266812])"
801,"BERNSTEIN, GM","array([ 61.61933315, -28.0896331 ])"
802,"TYSON, JA","array([ 60.2862029 , -21.91372894])"
803,"ULMER, MP","array([ 65.32539931, -32.66578447])"
804,"WITTMAN, D","array([ 66.97752667, -25.61231599])"
805,"PACHECO, JADF","array([ 34.25006428, -23.24948873])"
806,"CATTANI, M","array([ 29.92314397, -19.97393009])"
807,"SYER, D","array([ 58.878177  , -19.58434868])"
